Province,Year,GDP_100M_Yuan,GDP_Per_Capita,GDP_Index,Primary_Industry_Value_Added,Secondary_Industry_Value_Added,Tertiary_Industry_Value_Added,Agriculture_Forestry_Livestock_Fishery_Value_Added,Industrial_Value_Added,Construction_Value_Added,Wholesale_Retail_Value_Added,Real_Estate_Value_Added,Accommodation_Catering_Value_Added,Other_Industries_Value_Added,Total_Population,Gender_Ratio_Female_100,All_Residents_Per_Capita_Disposable_Income,Urban_Per_Capita_Disposable_Income,Rural_Per_Capita_Disposable_Income,All_Residents_Per_Capita_Consumption_Expenditure,Urban_Per_Capita_Consumption_Expenditure,Rural_Per_Capita_Consumption_Expenditure,Resident_Consumption,Urban_Resident_Consumption_100M_Yuan,Rural_Resident_Consumption_100M_Yuan,Resident_Consumption_Level_Yuan,Urban_Resident_Consumption_Level_Yuan,Rural_Resident_Consumption_Level_Yuan,Urban_Registered_Unemployment_10K_People,Urban_Registered_Unemployment_Rate,Consumer_Price_Index,Resident_Consumption_Level_Index,Urban_Consumption_Level_Index,Rural_Consumption_Level_Index,Local_Government_Budget_Revenue,Local_Government_Budget_Expenditure,Expenditure_Method_GDP,Income_Method_GDP,Final_Consumption,Gross_Fixed_Capital_Formation,Final_Consumption_Rate,Government_Consumption,Labor_Compensation,Fixed_Asset_Depreciation,Net_Production_Taxes,Inventory_Increase,Primary_Industry_Share,Secondary_Industry_Share,Tertiary_Industry_Share,Urban_Rural_Income_Ratio,Government_Expenditure_GDP_Ratio,GDP_Per_Capita_10K_Yuan,GDP_Growth_Rate,Unemployment_Rate_Per_10K
新疆维吾尔自治区,2017,11159.9,45476.0,107.6,1551.8,4096.2,5511.9,1640.3,3266.1,913.2,704.7,448.9,159.0,2615.3,2480.0,102.12,19975.0,30775.0,11045.0,15087.0,22797.0,8713.0,4052.4,2867.2,1185.2,16736.0,24230.0,9573.0,10.0,2.6,102.2,107.7,106.7,106.6,1466.52,4637.24,10882.0,11159.9,7272.1,10695.3,66.8,3219.7,6340.9,1758.9,1142.8,156.8,13.905142519198202,36.704629969802596,49.3902275109992,2.7863286555002262,41.55270208514413,44.99959677419355,7.599999999999994,0.4032258064516129
新疆维吾尔自治区,2018,12809.4,51238.0,106.1,1692.1,4657.2,6460.1,1791.0,3758.5,987.8,742.6,483.5,168.9,3179.7,2520.0,99.76,21500.0,32764.0,11975.0,16189.0,24191.0,9421.0,,,,,,,9.5,2.4,102.0,,,,1531.42,5012.45,,,,,,,,,,,13.209830280887472,36.35767483254485,50.43249488656768,2.7360334029227555,39.13102877574281,50.83095238095238,6.099999999999994,0.376984126984127
新疆维吾尔自治区,2019,13597.1,53542.0,106.2,1781.8,4784.4,7030.9,1888.4,3831.0,1044.6,770.5,520.1,181.4,3591.5,2559.0,101.73,23103.0,34664.0,13122.0,17397.0,25594.0,10318.0,,,,,,,8.4,2.1,101.9,,,,1577.63,5315.49,,,,,,,,,,,13.10426488001118,35.186914856844474,51.708820263144354,2.6416704770614237,39.09282126335762,53.134427510746384,6.200000000000003,0.32825322391559203
江苏省,2013,59349.4,72768.0,109.7,3447.5,29149.4,26752.5,3623.7,25564.4,3593.2,6123.5,3668.4,1028.0,9503.6,8192.0,99.94,24776.0,31585.0,13521.0,17926.0,22262.0,10759.0,18702.2,14491.7,4210.4,23585.0,28753.0,14571.0,37.6,3.0,102.3,116.6,114.7,119.6,6568.46,7798.47,59161.8,59349.4,26422.8,27711.1,44.7,7720.6,26353.9,7736.6,7640.4,923.2,5.808820308208676,49.11490259379202,45.07627709799931,2.335995858294505,13.139930647993072,72.447998046875,9.700000000000003,0.458984375
江苏省,2014,64830.5,78711.0,108.6,3607.4,31048.8,30174.3,3808.2,27154.5,3902.5,6559.0,4304.4,1094.5,10931.7,8281.0,101.66,27173.0,34346.0,14958.0,19164.0,23476.0,11820.0,22510.6,17515.5,4995.1,28316.0,34074.0,17780.0,36.6,3.0,102.2,111.9,110.4,114.0,7233.14,8472.45,65088.3,64830.5,31067.3,28796.2,47.7,8556.8,29160.5,8521.8,8018.8,1003.5,5.56435628292239,47.892272927094496,46.54337078998311,2.2961625885813612,13.06861739459051,78.28825021132714,8.599999999999994,0.4419756068107717
江苏省,2015,71255.9,85871.0,108.6,3952.5,33371.8,33931.7,4175.9,28802.6,4607.0,7829.8,4954.1,1112.6,12424.0,8315.0,103.01,29539.0,37173.0,16257.0,20556.0,24966.0,12883.0,25245.2,19689.1,5556.1,31682.0,37515.0,20428.0,36.0,3.0,101.7,110.2,108.5,113.1,8028.59,9687.58,70116.4,71255.9,35041.4,29940.8,50.0,9796.3,32791.0,9192.8,8547.2,659.8,5.546901313573594,46.83367014707534,47.61942853935107,2.2865842406348036,13.595477707810863,85.69561034275407,8.599999999999994,0.4329524954900782
江苏省,2016,77350.9,92658.0,107.8,4039.8,35041.5,38269.6,4286.1,30291.4,4790.0,8447.9,5792.0,1203.2,14459.5,8381.0,101.44,32070.0,40152.0,17606.0,22130.0,26433.0,14428.0,28654.7,22494.0,6160.8,35875.0,41957.0,23459.0,35.2,3.0,102.3,109.1,107.7,110.6,8121.23,9981.96,77388.3,77350.9,39499.9,32254.6,51.0,10845.2,35490.6,10361.0,9306.6,868.7,5.222692948627619,45.30199390052346,49.475313150848926,2.2805861638077927,12.904775510045779,92.2931631070278,7.799999999999997,0.41999761364992244
江苏省,2017,85869.8,102202.0,107.2,4045.2,39124.1,42700.5,4314.5,33782.6,5386.0,9197.5,6907.8,1302.9,16019.5,8423.0,103.02,35024.0,43622.0,19158.0,23469.0,27726.0,15612.0,31892.4,25082.7,6809.7,39796.0,45865.0,26755.0,34.7,3.0,101.7,109.3,107.7,112.2,8171.53,10621.03,85869.8,85869.8,43020.8,36416.8,50.1,11128.4,39574.8,11524.9,9940.0,936.6,4.710852942478031,45.562118463068515,49.72702859445347,2.276960016703205,12.368760611996303,101.9468122996557,7.200000000000003,0.4119672325774665
江苏省,2018,93207.6,110508.0,106.7,4141.7,42129.4,46936.5,4431.4,36113.2,6063.7,10139.3,7467.2,1413.4,17768.1,8446.0,103.43,38096.0,47200.0,20845.0,25007.0,29462.0,16567.0,,,,,,,34.4,3.0,102.3,,,,8630.16,11657.35,,,,,,,,,,,4.443521772902638,45.19953308528489,50.35694514181247,2.264331974094507,12.50686639286925,110.35709211461047,6.700000000000003,0.4072933933222827
江苏省,2019,98656.8,116650.0,105.9,4297.2,43507.5,50852.1,4611.9,37225.7,6330.7,10836.6,7925.9,1531.4,19589.0,8469.0,103.38,41400.0,51056.0,22675.0,26697.0,31329.0,17716.0,,,,,,,35.1,3.0,103.1,,,,8802.36,12573.55,,,,,,,,,,,4.355705840854356,44.0998491741066,51.54444498503905,2.2516427783902975,12.744737311568993,116.49167552249381,5.900000000000006,0.4144527098831031
江西省,2013,14300.2,31952.0,110.1,1540.7,7661.9,5097.7,1591.7,6523.3,1138.6,1005.0,500.6,319.7,1999.0,4476.0,108.52,15100.0,22120.0,9089.0,10053.0,13843.0,6807.0,5375.2,3638.1,1737.1,11910.0,16728.0,7429.0,27.4,3.2,102.5,110.0,106.3,113.7,1621.24,3470.3,14338.5,14300.2,7042.1,6774.2,49.1,1667.0,6368.4,1927.9,2083.6,385.8,10.773899848254933,53.578596253225456,35.64750389851961,2.4337110793266588,24.26749276233899,31.948614834673815,10.099999999999994,0.612153708668454
江西省,2014,15667.8,34988.0,109.7,1626.9,8238.7,5802.3,1682.3,6930.7,1307.9,1114.0,522.8,353.5,2306.1,4480.0,109.27,16734.0,24309.0,10117.0,11089.0,15142.0,7548.0,5415.6,3678.5,1737.1,12000.0,16914.0,7429.0,29.4,3.3,102.3,110.1,106.3,113.7,1881.83,3882.7,14410.2,15667.8,7082.6,6876.9,49.1,1667.0,6525.4,2239.0,2384.5,385.8,10.383650648778712,52.58330727155521,37.03304207966607,2.4027873875654837,24.78139879242778,34.972767857142856,9.700000000000003,0.65625
江西省,2015,16780.9,37436.0,109.1,1714.5,8367.7,6698.8,1773.9,7026.2,1343.2,1213.5,707.6,354.1,2746.7,4485.0,106.12,18437.0,26500.0,11139.0,12403.0,16732.0,8486.0,6598.1,4490.0,2108.1,14489.0,19362.0,9432.0,29.9,3.4,101.5,109.3,106.7,112.1,2165.74,4412.55,16723.8,16780.9,8418.3,7706.0,50.3,1820.2,7243.1,2304.2,2526.7,616.8,10.216911983791192,49.864132054108815,39.91895596209999,2.379028638118323,26.295073565780143,37.415607580824975,9.099999999999994,0.6666666666666666
江西省,2016,18388.6,40950.0,109.0,1794.1,8732.5,7862.0,1851.9,7349.3,1387.5,1397.7,1008.3,373.3,3186.9,4496.0,108.45,20110.0,28673.0,12138.0,13259.0,17696.0,9128.0,7344.9,4875.5,2469.4,16040.0,20335.0,11320.0,31.3,3.4,102.0,108.9,105.8,112.3,2151.47,4617.4,18499.0,18388.6,9362.7,9029.5,50.6,2017.9,8021.9,2481.5,2570.8,274.1,9.756588321024983,47.48866145329172,42.75475022568331,2.3622507826660075,25.110122575943794,40.89991103202847,9.0,0.6961743772241993
江西省,2017,20210.8,44878.0,108.8,1835.3,9444.6,8930.9,1898.5,7969.6,1480.0,1695.0,1289.4,386.1,3496.3,4511.0,108.28,22031.0,31198.0,13242.0,14459.0,19244.0,9870.0,7965.7,5412.5,2553.2,17290.0,21815.0,12009.0,32.3,3.3,102.0,108.2,105.2,111.8,2247.06,5111.47,20006.3,20210.8,10223.2,9738.4,51.1,2257.5,8802.8,2734.2,2916.1,286.7,9.08078848932254,46.73046094167475,44.18875056900271,2.355988521371394,25.29078512478477,44.803369541121704,8.799999999999997,0.7160274883617822
江西省,2018,22716.5,50347.0,108.7,1877.3,10081.2,10758.0,1947.9,8264.2,1823.4,1942.3,1740.3,408.4,4144.9,4513.0,105.83,24080.0,33819.0,14460.0,15792.0,20760.0,10885.0,,,,,,,35.1,3.4,102.1,,,,2373.01,5667.52,,,,,,,,,,,8.264037153610811,44.378315321462374,47.35764752492682,2.3387966804979254,24.948913785134156,50.33569687569244,8.700000000000003,0.7777531575448704
江西省,2019,24667.3,54640.0,107.9,2057.7,10820.3,11789.3,2135.8,8774.2,2053.0,2112.2,1816.3,453.4,4632.7,4516.0,104.29,26262.0,36546.0,15796.0,17650.0,22714.0,12497.0,,,,,,,27.5,2.9,102.9,,,,2487.39,6386.8,,,,,,,,,,,8.341812845345862,43.864954818727625,47.79323233592651,2.313623702203089,25.891767643803743,54.62201062887511,7.900000000000006,0.6089459698848538
河北省,2013,24259.6,33346.0,108.2,3141.9,11178.4,9939.3,3260.8,9847.5,1361.6,1938.8,1251.7,228.6,2954.5,7288.0,105.5,15190.0,22227.0,9188.0,10872.0,14970.0,7377.0,8448.1,5967.0,2481.1,11557.0,17198.0,6460.0,37.2,3.7,103.0,110.8,107.0,115.7,2295.62,4409.58,28301.4,24259.6,11886.6,16167.1,42.0,3438.5,11896.0,3674.5,3528.8,219.1,12.951161602004982,46.078253557354614,40.970584840640406,2.419133652590335,18.1766393510198,33.287047200878156,8.200000000000003,0.5104281009879255
河北省,2014,25208.9,34507.0,106.5,3164.7,11476.9,10567.3,3294.3,10056.3,1452.1,2025.1,1318.0,251.1,3150.6,7323.0,104.91,16647.0,24141.0,10186.0,11932.0,16204.0,8248.0,8955.9,6306.3,2649.6,12171.0,17589.0,7023.0,38.3,3.6,101.7,109.4,106.2,113.2,2446.62,4677.3,29421.2,25208.9,12539.0,17064.7,42.6,3583.1,12396.4,3944.1,3600.9,297.7,12.553899614818576,45.52717492631571,41.91892545886572,2.3700176713135677,18.554161427115027,34.42427966680322,6.5,0.5230096954799945
河北省,2015,26398.4,35994.0,106.8,3100.5,11519.5,11778.4,3240.3,10026.4,1524.4,2153.0,1563.6,274.7,3745.3,7345.0,102.15,18118.0,26152.0,11051.0,13031.0,17587.0,9023.0,9499.1,6679.8,2819.4,12829.0,17924.0,7666.0,39.4,3.6,100.9,109.7,105.9,114.0,2649.18,5632.19,29806.4,26398.4,13197.8,17298.8,44.3,3698.7,12993.3,4343.3,3656.7,53.2,11.745030001818291,43.63711437056791,44.61785562761379,2.3664826712514704,21.3353460815807,35.94063989108237,6.799999999999997,0.5364193328795098
河北省,2016,28474.1,38688.0,106.7,3082.5,12332.3,13059.3,3235.1,10755.9,1610.1,2290.0,1776.6,297.2,4379.0,7375.0,104.61,19725.0,28249.0,11919.0,14247.0,19106.0,9798.0,10670.8,7512.0,3158.8,14328.0,19276.0,8897.0,39.7,3.7,101.5,110.7,106.8,114.5,2849.87,6049.53,32070.5,28474.1,14536.1,18595.7,45.3,3865.4,13868.2,4705.1,3979.2,40.8,10.82562750007902,43.310587516374525,45.86378498354645,2.370081382666331,21.245728574388657,38.60894915254237,6.700000000000003,0.5383050847457628
河北省,2017,30640.8,41451.0,106.6,3130.0,12778.0,14732.8,3298.3,11015.7,1796.8,2553.3,2023.1,330.5,5041.4,7409.0,103.14,21484.0,30548.0,12881.0,15437.0,20600.0,10536.0,11911.3,8425.2,3486.2,15893.0,20753.0,10149.0,39.9,3.7,101.7,109.5,106.6,112.0,3233.83,6639.18,34016.3,30640.8,16055.7,19035.4,47.2,4144.4,14860.0,5306.2,4146.4,47.7,10.215137985953369,41.70256651262369,48.08229550142294,2.3715550034935178,21.667776298268976,41.35618841948981,6.599999999999994,0.5385342151437441
河北省,2018,32494.6,43808.0,106.5,3338.6,12904.1,16252.0,3522.3,10930.3,2007.9,2722.3,2103.4,354.8,6026.4,7426.0,101.67,23446.0,32977.0,14031.0,16722.0,22127.0,11383.0,,,,,,,38.0,3.3,102.4,,,,3513.86,7726.21,,,,,,,,,,,10.274290884359603,39.7113990896977,50.014310025942684,2.3502957736440737,23.776904470281217,43.75787772690547,6.5,0.5117155938594129
河北省,2019,34978.6,47036.0,106.7,3518.4,13393.7,18066.4,3727.5,11310.4,2118.9,2922.5,2356.2,389.0,6856.8,7447.0,104.26,25665.0,35738.0,15373.0,17987.0,23483.0,12372.0,,,,,,,36.0,3.1,103.0,,,,3738.99,8309.04,,,,,,,,,,,10.058750375230499,38.291236044999074,51.65001357977044,2.3247251675014637,23.754638550427977,46.97005505572714,6.700000000000003,0.48341614072780986
河南省,2013,31632.5,33114.0,109.0,3827.2,15995.4,11809.9,3913.5,13441.5,2666.1,2073.4,1627.3,708.9,4398.8,9573.0,101.09,14204.0,21741.0,8969.0,10002.0,15249.0,6359.0,11086.7,7640.7,3446.0,11782.0,18833.0,6438.0,40.2,3.1,102.9,109.6,106.7,110.2,2415.45,5582.31,32155.9,31632.5,15287.4,24376.0,47.5,4200.7,16929.2,4204.5,3522.3,453.9,12.09894886588161,50.56634790168339,37.334703232435,2.4240160553015944,17.64738797123212,33.04345555207354,9.0,0.419931056095268
河南省,2014,34574.8,35982.0,108.9,3988.2,17139.6,13446.9,4089.9,14229.3,3017.8,2296.2,1774.1,764.3,5137.7,9645.0,102.33,15695.0,23672.0,9966.0,11000.0,16184.0,7277.0,12325.6,8434.6,3891.0,13078.0,20111.0,7439.0,40.0,3.0,101.9,108.6,104.2,113.7,2739.26,6028.69,34938.2,34574.8,16850.1,26655.8,48.2,4524.5,18586.9,4779.1,3725.6,588.7,11.535024165068677,49.57266440489722,38.892311430034106,2.3752759381898456,17.43665906961139,35.847382063245206,8.900000000000006,0.41472265422498705
河南省,2015,37084.1,38338.0,108.4,4015.6,17947.9,15120.7,4154.4,14797.6,3204.8,2558.0,1946.3,798.6,5979.4,9701.0,103.99,17125.0,25576.0,10853.0,11835.0,17154.0,7887.0,13721.0,9498.9,4222.1,14507.0,21821.0,8271.0,42.5,3.0,101.3,110.5,108.0,111.0,3016.05,6799.35,37002.2,37084.1,18722.6,27722.5,50.6,5001.7,20021.0,5185.9,3687.9,530.6,10.828331203046043,48.39770036835095,40.77396842860303,2.356583433152124,18.33494678312269,38.227089990722604,8.400000000000006,0.4380991650345325
河南省,2016,40249.3,41326.0,108.2,4063.6,18986.9,17198.8,4217.4,15536.8,3503.8,2940.5,2259.8,843.9,6884.0,9778.0,103.89,18443.0,27233.0,11697.0,12712.0,18088.0,8587.0,15250.8,10629.9,4621.0,16043.0,23454.0,9291.0,43.6,3.0,101.9,109.0,105.9,110.6,3153.47,7453.74,40471.8,40249.3,20777.0,29595.1,51.3,5526.2,21735.4,5744.6,3730.0,-35.0,10.096076205052013,47.17324276447044,42.73068103047755,2.3282038129434897,18.518930764013287,41.163121292697895,8.200000000000003,0.44589895684188996
河南省,2017,44824.9,45723.0,107.8,4139.3,20940.3,19745.3,4310.6,16741.4,4235.8,3227.4,2705.0,979.3,8081.1,9829.0,104.49,20170.0,29558.0,12719.0,13730.0,19422.0,9212.0,17029.7,12051.6,4978.1,17842.0,25593.0,10294.0,40.7,2.8,101.4,109.0,106.8,109.1,3407.22,8215.52,44552.8,44824.9,23129.6,30415.3,51.9,6099.9,24310.0,6431.6,4029.3,632.5,9.234376429172181,46.715776276132246,44.04984729469559,2.3239248368582435,18.328027502571114,45.604741072336964,7.799999999999997,0.41408078136127785
河南省,2018,49935.9,50714.0,107.6,4311.1,22038.6,23586.2,4501.2,17323.4,4790.8,3698.0,3079.9,1037.9,10141.5,9864.0,102.45,21964.0,31874.0,13831.0,15169.0,20989.0,10392.0,,,,,,,48.6,3.0,102.3,,,,3766.02,9217.73,,,,,,,,,,,8.63326784938291,44.13377950532583,47.23295264529127,2.3045332947726123,18.459124597734295,50.624391727493915,7.599999999999994,0.4927007299270073
河南省,2019,53717.8,54356.0,106.8,4635.7,23035.6,26046.5,4860.7,17938.2,5174.8,4043.4,3352.3,1157.6,11379.5,9901.0,102.03,23903.0,34201.0,15164.0,16332.0,21972.0,11546.0,,,,,,,49.4,3.2,103.0,,,,4041.89,10163.93,,,,,,,,,,,8.629727948650167,42.88261991369713,48.487652137652695,2.255407544183593,18.92097219171299,54.254923745076255,6.799999999999997,0.4989395010604989
浙江省,2013,37334.6,65105.0,108.3,1718.7,18162.8,17453.1,1745.7,15835.8,2358.9,4457.5,2162.9,646.6,6037.3,5784.0,107.54,29775.0,37080.0,17494.0,20610.0,25254.0,12803.0,13593.2,10505.6,3087.6,24771.0,30101.0,15458.0,33.4,3.0,102.3,107.4,105.8,110.6,3796.92,4730.47,37568.5,37334.6,17737.2,16139.7,47.2,4144.1,17848.2,4813.3,5174.9,972.7,4.603504523953652,48.648706561741655,46.74778891430469,2.1195838573225108,12.670471894703574,64.54806362378976,8.299999999999997,0.5774550484094052
浙江省,2014,40023.5,68569.0,107.7,1726.6,19580.7,18716.2,1756.0,16955.3,2680.9,4808.8,2142.0,726.1,6746.2,5890.0,109.98,32658.0,40393.0,19373.0,22552.0,27242.0,14498.0,14794.8,11412.8,3382.0,26885.0,32186.0,17281.0,33.1,3.0,102.1,107.3,105.7,110.8,4122.02,5159.57,40173.0,40023.5,19365.4,17000.9,48.2,4570.6,18611.9,5290.4,5692.6,826.3,4.31396554524217,48.92300773295689,46.76302672180094,2.08501522737831,12.89135133109298,67.95161290322581,7.700000000000003,0.5619694397283531
浙江省,2015,43507.7,73276.0,108.0,1771.4,20606.6,21129.8,1803.8,17803.3,2853.7,5290.6,2436.6,813.8,8050.2,5985.0,107.37,35537.0,43714.0,21125.0,24117.0,28661.0,16108.0,15858.8,12038.6,3820.2,28712.0,33359.0,19953.0,33.7,2.9,101.4,106.0,103.9,111.0,4809.94,6645.98,42886.5,43507.7,20936.3,18213.3,48.8,5077.5,21027.3,6030.0,5811.5,666.0,4.071453854251422,47.36300157672876,48.565544569019806,2.069301775147929,15.2754110191989,72.69456975772765,8.0,0.5630743525480368
浙江省,2016,47254.0,78384.0,107.5,1890.4,21571.3,23792.4,1925.5,18661.5,2959.4,5828.6,2785.2,889.4,9368.9,6072.0,108.56,38529.0,47237.0,22866.0,25527.0,30068.0,17359.0,17106.7,12988.5,4118.2,30743.0,35152.0,22028.0,33.9,2.9,101.9,105.4,103.7,108.8,5301.98,6974.26,47251.4,47254.0,22751.7,20677.8,48.2,5645.0,22669.9,6231.8,6244.8,716.0,4.0004994275628984,45.64958384563455,50.34991672680253,2.065818245429896,14.759089177635756,77.82279314888011,7.5,0.558300395256917
浙江省,2017,52403.1,85612.0,107.8,1933.9,23246.7,27222.5,1972.8,20038.7,3262.3,6323.6,3511.7,941.3,10839.5,6170.0,111.48,42046.0,51261.0,24956.0,27079.0,31924.0,18093.0,19036.3,14702.1,4334.2,33851.0,38730.0,23717.0,33.8,2.7,102.1,107.2,107.3,104.8,5804.38,7530.32,51768.3,52403.1,25479.0,21861.5,49.2,6442.7,25026.5,6803.8,7113.9,903.0,3.6904305279649483,44.3613068692501,51.94826260278494,2.0540551370411926,14.369989561686236,84.9320907617504,7.799999999999997,0.5478119935170177
浙江省,2018,58002.8,93230.0,107.1,1975.9,25308.1,30718.8,2019.3,21621.2,3737.6,6853.0,4117.1,991.9,12303.7,6273.0,107.97,45840.0,55574.0,27302.0,29471.0,34598.0,19707.0,,,,,,,34.1,2.6,102.3,,,,6598.21,8629.53,,,,,,,,,,,3.406559683325633,43.63254877350748,52.96089154316688,2.0355285327082266,14.877781762259753,92.46421170094054,7.099999999999994,0.5435995536425953
浙江省,2019,62462.0,98770.0,106.8,2086.7,26299.5,34075.8,2135.9,22520.9,3832.1,7360.2,4618.0,1085.5,14025.3,6375.0,107.64,49899.0,60182.0,29876.0,32026.0,37508.0,21352.0,,,,,,,34.4,2.5,102.9,,,,7048.58,10053.03,,,,,,,,,,,3.3407511767154423,42.10479971822868,54.55444910505588,2.0143928236711743,16.094633537190614,97.97960784313726,6.799999999999997,0.539607843137255
海南省,2013,3115.9,34053.0,109.6,723.6,750.9,1641.4,742.7,441.6,310.4,339.5,287.8,148.6,517.1,920.0,111.71,15733.0,22411.0,8802.0,11193.0,15833.0,6376.0,1043.4,745.4,298.0,11712.0,15877.0,7072.0,3.9,2.2,102.8,108.2,103.7,115.1,481.01,1011.17,3146.5,3115.9,1590.4,2233.5,50.5,547.0,1608.0,445.1,472.4,93.1,23.22282486600982,24.098976218748998,52.67819891524118,2.546125880481709,32.451940049423925,33.868478260869566,9.599999999999994,0.4239130434782609
海南省,2014,3449.0,37166.0,108.6,793.2,826.5,1829.3,814.7,485.9,341.8,386.9,294.9,167.4,568.8,936.0,115.37,17476.0,24487.0,9913.0,12471.0,17514.0,7029.0,1161.5,813.4,348.1,12915.0,16823.0,8371.0,4.3,2.3,102.4,108.7,104.8,115.7,555.31,1099.74,3500.7,3449.0,1722.7,2549.3,49.2,561.2,1771.7,500.3,494.0,49.8,22.997970426210497,23.963467671788923,53.03856190200058,2.470190658730959,31.885763989562193,36.848290598290596,8.599999999999994,0.45940170940170943
海南省,2015,3734.2,39704.0,107.8,835.4,882.9,2016.0,859.3,492.9,390.4,425.8,309.7,183.1,640.3,945.0,110.47,18979.0,26356.0,10858.0,13575.0,18448.0,8210.0,1543.9,1166.8,377.1,17019.0,23626.0,9124.0,4.8,2.3,101.0,108.5,104.5,116.9,627.7,1239.43,3702.8,3734.2,2242.7,2325.1,60.6,698.8,1927.5,544.7,514.9,-8.0,22.370993224968533,23.642985298449506,53.98602147658196,2.4273346841038865,33.19131273097317,39.51534391534391,7.799999999999997,0.5079365079365079
海南省,2016,4090.2,43009.0,107.5,924.7,904.0,2261.5,951.6,482.5,422.5,442.8,360.0,202.0,743.1,957.0,111.46,20653.0,28453.0,11843.0,14275.0,19015.0,8921.0,1684.5,1261.3,423.2,18431.0,24664.0,10512.0,5.1,2.4,102.8,106.6,103.1,112.3,637.51,1376.48,4053.2,4090.2,2489.6,2519.1,61.4,805.0,2142.2,594.7,533.6,58.1,22.607696445161608,22.101608723289814,55.29069483154858,2.402516254327451,33.65312209671899,42.739811912225704,7.5,0.5329153605015674
海南省,2017,4497.5,46631.0,107.0,962.8,996.4,2538.4,993.3,528.3,470.0,466.7,444.9,221.4,830.1,972.0,110.02,22553.0,30817.0,12902.0,15403.0,20372.0,9599.0,1929.4,1464.5,464.9,20939.0,27683.0,11848.0,5.5,2.3,102.8,109.5,107.7,110.2,674.11,1443.97,4462.5,4497.5,2781.8,2808.5,62.3,852.4,2346.2,665.3,581.3,7.1,21.406972607612946,22.154037709000356,56.438989683386694,2.3885444117191135,32.106058921623124,46.27057613168724,7.0,0.565843621399177
海南省,2018,4910.7,50263.0,105.8,986.0,1053.1,2871.6,1020.2,582.0,475.2,464.2,481.8,252.4,1030.5,982.0,104.69,24579.0,33349.0,13989.0,17528.0,22971.0,10956.0,,,,,,,5.5,2.3,102.5,,,,752.67,1691.3,,,,,,,,,,,20.078603865029425,21.445007840022807,58.47638829494777,2.3839445278433056,34.44111837416254,50.0071283095723,5.799999999999997,0.560081466395112
海南省,2019,5330.8,53929.0,105.8,1079.0,1083.8,3168.1,1118.0,597.9,490.2,546.6,510.3,267.2,1158.6,995.0,106.34,26679.0,36017.0,15113.0,19555.0,25317.0,12418.0,,,,,,,5.6,2.3,103.4,,,,814.14,1858.6,,,,,,,,,,,20.24048472115403,20.330525802397347,59.428989476448635,2.3831800436710115,34.865311022735796,53.575879396984924,5.799999999999997,0.5628140703517587
湖北省,2013,25378.0,43835.0,110.2,2883.7,11846.3,10648.0,2951.6,10227.4,1657.0,2013.7,1484.9,673.6,4041.1,5798.0,103.33,16472.0,22668.0,9692.0,11761.0,15334.0,7850.0,8053.8,5989.1,2064.7,13912.0,19156.0,7755.0,40.2,3.5,102.8,110.6,108.2,112.7,2191.22,4371.65,25431.7,25378.0,11161.2,13701.9,43.9,3107.4,13483.2,3441.6,2821.4,543.5,11.362991567499408,46.67940736070612,41.95760107179447,2.3388361535286832,17.226140751832293,43.770265608830634,10.200000000000003,0.6933425319075543
湖北省,2014,28242.1,48635.0,109.7,3001.6,13007.9,12232.6,3080.6,11174.2,1875.4,2205.7,1698.7,753.7,4803.1,5816.0,103.9,18283.0,24852.0,10849.0,12928.0,16681.0,8681.0,9124.5,6832.4,2292.1,15762.0,21854.0,8608.0,37.9,3.1,102.0,110.8,108.8,111.7,2566.9,4934.15,28728.2,28242.1,12562.8,15442.9,43.7,3438.3,15031.8,4010.5,3053.7,666.7,10.62810485055998,46.0585438051703,43.313351344269726,2.2907180385288965,17.470903367667418,48.55931911966988,9.700000000000003,0.6516506189821183
湖北省,2015,30344.0,52021.0,108.6,3109.9,13569.5,13664.6,3210.9,11677.3,1957.8,2394.0,1879.9,828.8,5258.6,5850.0,104.12,20026.0,27051.0,11844.0,14316.0,18192.0,9803.0,10167.9,7733.1,2434.7,17429.0,23561.0,9542.0,33.4,2.6,101.5,109.2,106.5,109.2,3005.53,6132.84,31226.4,30344.0,13799.7,16757.4,44.2,3631.8,16182.6,4344.2,3033.5,661.1,10.248813604007383,44.71889006063802,45.0322963353546,2.2839412360688955,20.211046664909045,51.87008547008547,8.599999999999994,0.5709401709401709
湖北省,2016,33353.0,56844.0,108.1,3406.5,14527.0,15419.5,3527.9,12480.5,2109.2,2569.5,2231.7,913.7,5892.6,5885.0,105.49,21787.0,29386.0,12725.0,15889.0,20040.0,10938.0,11379.2,8669.3,2709.9,19391.0,25703.0,10860.0,32.9,2.4,102.2,109.7,107.7,111.7,3102.06,6422.98,32665.4,33353.0,15255.0,18515.8,46.7,3875.8,17812.3,4856.0,3075.7,270.4,10.213474050310317,43.55530237160076,46.23122357808892,2.309312377210216,19.25757802896291,56.67459643160578,8.099999999999994,0.5590484282073067
